1189403, 31928
1189830, 31967
1189764, 31980
1190357, 31986
1190530, 31980
1190128, 31982
1190194, 31989
1190623, 32014
1191117, 32048
1191266, 32022
1190135, 31960
1190194, 32040
1191488, 32073
1191926, 32076
1191609, 32042
1190884, 32022
1190915, 32037
1191459, 32078
1192039, 32099
1192027, 32091
1191835, 32072
1191525, 32069
1191717, 32082
1192008, 32113
1192628, 32122
1192174, 32099
1191890, 32076
1191935, 32094
1192285, 32128
1192691, 32147
1192699, 32121
1192338, 32100
1192116, 32113
1192689, 32148
1193123, 32158
1192986, 32142
1192667, 32134
1192710, 32144
1193003, 32158
1193003, 32157
1193209, 32166
1193157, 32155
1192901, 32152
1192974, 32160
1193337, 32183
1193396, 32168
1193151, 32162
1193052, 32141
1193222, 32183
1193461, 32215
1193492, 32196
1193150, 32173
1193296, 32188
1193793, 32209
1193967, 32213
1193976, 32209
1193789, 32202
1193474, 32189
1193723, 32197
1194274, 32226
1194290, 32226
1193982, 32211
1193788, 32197
1193696, 32219
1194246, 32248
1194501, 32250
1194251, 32223
1193720, 32200
1193831, 32216
1194243, 32240
